,outlet,outlet_url,date,time,url_orig,headline,description,author,domain,topic,topic_tags,text
28,wallstreetjournal,https://www.wsj.com/,2018:05:08,9:15:00,https://www.wsj.com/articles/a-fahrenheit-451-for-the-digital-era-1525785358,A ‘Fahrenheit 451’ for the Digital Era,"Michael B. Jordan stars in director Ramin Bahrani’s ‘Fahrenheit 451’ on HBO, which ushers Ray Bradbury’s mind-controlled dystopia into the internet age",Caryn James,Arts,lifestyle,"Cyril Cusack, Fahrenheit 451, Francois Truffaut, Julie Christie, Michael B. Jordan, Michael Shannon, Montag, Oskar Werner, Rahmin Bahrani, Ray Bradbury","Technology has caught up with much of Ray Bradbury’s 1953 novel “Fahrenheit 451,” in which the government burns all books to homogenize thought. The author foresaw people communicating through interactive screens and wearing “seashells,” which we now call earbuds. “What Bradbury didn’t know about was the internet,” says director Ramin Bahrani. That difference gave Mr. Bahrani the contemporary slant of his film, coming May 19 on HBO, which reimagines Bradbury’s mind-controlled dystopia for the digital era."
29,wallstreetjournal,https://www.wsj.com/,2018:05:08,9:29:00,https://www.wsj.com/articles/a-salvation-for-overloaded-parents-the-weekday-mini-date-1525786173,A Salvation for Overloaded Parents: The Weekday Mini-Date,A carefree hour out for an afternoon drink or snack can help relieve the stress of work and family schedules.,Alina Dizik,Life,lifestyle,"Adult Time, After School, Children, Date Night, Day Care, Family Life, Happy Hour, Mini Date, More On Parenting, Parenting","When Kären Haley sidles up to the bar near her husband, she asks for the bill right away and does a mental check of the time. There’s no room for endless banter, dessert or even a bathroom break. They need to go their separate ways—one to day care and preschool, and the other to elementary school—for the 6 p.m. pickup of their three young children. “We have time for a beer and 30 minutes of conversation,” says Ms. Haley, 39, an Indianapolis nonprofit executive. “It’s kind of a ticking clock.”"
30,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:27:00,https://www.wsj.com/articles/a-scarlet-title-ix-letter-1525732074,A Scarlet Title IX Letter,A North Carolina court ruling could tarnish young people for life.,The Editorial Board,Editorial,US,"University Of North Carolina At Chapel Hill, Political, General News, Crime, Legal Action, Education, Sex Crimes, University, College, Commentaries","Title IX has become an unchallengeable totem on American campuses, even as some students unfairly accused of sexual misconduct have been deprived of due process. And now students found guilty by dubious campus courts may be publicly named—and their reputations ruined—if a North Carolina judicial ruling is upheld. The North Carolina Court of Appeals ruled last month that the University of North Carolina at Chapel Hill must release the names of anyone “who, since January 1, 2007, has been found responsible of rape, sexual assault,..."
31,wallstreetjournal,https://www.wsj.com/,2018:05:08,7:03:00,https://www.wsj.com/articles/an-election-looming-australian-government-tries-tax-cuts-1525773466,"An Election Looming, Australian Government Tries Tax Cuts","Australia’s conservative government, trailing the center-left opposition in the polls, proposed tax cuts in its annual budget as it seeks to win back voters ahead of elections that must be called by early next year.","Rob Taylor, James Glynn",World,international,"Auspol, Australia Budget, Australia Economic Growth , Australia Economy , Australia Tax Cuts , Donald Trump , Malcolm Turnbull , Scott Morrison , Malcolm Turnbull, Economic Performance","Australia’s conservative government proposed tax cuts in its annual budget as it seeks to win back voters ahead of potential early elections. Prime Minister Malcolm Turnbull’s ruling center-right coalition has trailed the center-left Labor opposition in public-opinion polls for more than a year. He is betting his U.S.-style tax-cut plan will accelerate growth, so rekindling support and helping heal party divisions that threaten his leadership."
32,wallstreetjournal,https://www.wsj.com/,2018:05:08,13:51:00,https://www.wsj.com/articles/argentina-seeks-credit-line-from-imf-1525801539,Argentina Seeks Credit Line From IMF,Argentina’s government has begun talks with the International Monetary Fund for a credit line as the administration of President Mauricio Macri seeks to contain a steady depreciation of the local currency.,"Ryan Dube, Santiago Pérez",Latin America,international,"Argentine Peso Crisis, Credit Line, Emerging Market Currencies, Financial Support, Imf Agreement, Imf Line Of Credit, Inflation, Peso Crisis, Peso Depreciation, Peso Devaluation","Argentina’s government has begun talks with the International Monetary Fund for a credit line as the administration of President Mauricio Macri seeks to contain a steady depreciation of the local currency. In a televised address Tuesday, Mr. Macri said he spoke with the fund’s managing director, Christine Largarde, and that she confirmed the IMF would start working on an agreement. Mr. Macri said the aim is to avoid a crisis like those that Argentina suffered in the past. It will be the IMF’s first financial support..."
33,wallstreetjournal,https://www.wsj.com/,2018:05:08,11:49:00,https://www.wsj.com/articles/armenian-protest-leader-takes-power-under-russias-shadow-1525794599,Armenian Protest Leader Takes Power Under Russia’s Shadow,Armenia’s newly elected prime minister has promised sweeping changes to the thousands of protesters who rallied around his bid to unseat the country’s entrenched political elite. But there is one line he won’t cross for now: Armenia’s special relationship with Russia.,Thomas Grove,World,international,"Armenia Politcs, Armenia Protests, Protests, Russia, Russia Influence, Nikol Pashinyan, Political, General News, International Relations, Politics","Armenia’s newly elected prime minister has promised sweeping changes to the thousands of protesters who rallied around his bid to unseat the country’s entrenched political elite. But there is one line he won’t cross for now: Armenia’s special relationship with Russia. As demonstrators draped in Armenian flags erupted into applause, one-time opposition leader Nikol Pashinyan was chosen Tuesday by the country’s parliament to lead the government, peacefully capping weeks of mass protests in the former Soviet..."
34,wallstreetjournal,https://www.wsj.com/,2018:05:08,4:44:00,https://www.wsj.com/articles/as-trump-weighs-new-iran-sanctions-multinationals-weigh-their-projects-1525769055,"As Trump Weighs New Iran Sanctions, Multinationals Weigh Their Projects",A handful of multinationals are closely monitoring their Iranian interests—and some are plotting ways to preserve them—as the Trump administration weighs pulling out of a multilateral deal that removed most economic sanctions on Iran in exchange for Tehran limiting its nuclear ambitions.,"Benoit Faucon, Sarah Kent",Europe,domestic politics,"Donald Trump, Donald Trump Iran, European Companies, Iran Nuclear Deal, Iran Sanctions, Total, Tot, Fp.fr, Boeing, Ba",A handful of multinationals are closely monitoring their Iranian interests—and some are plotting ways to preserve them—as the Trump administration weighs reinstating economic sanctions. President Donald Trump said he would decide Tuesday whether to follow through on his threats to pull out of a multilateral deal that removed most economic sanctions on Iran in exchange for Tehran limiting its nuclear ambitions. Amid...
35,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:41:00,https://www.wsj.com/articles/at-wsjs-future-of-everything-festival-top-thinkers-reveal-whats-next-1525713471,"From Cryptocurrency to Space Travel, Is the Future Already Here?","Flying cars, brain implants, cryptocurrency, space tourism: Technology has transformed our world, turning one-time science fiction into reality. WSJ’s Future of Everything Festival explores the next frontier.",Leigh Kamping-Carder,Ideas,technology,"Alex Rodriguez, David Mayman, Future Of Everything, Future Of Everything Festival, Rahm Emanuel, Sarah Jessica Parker, Stewart Butterfield, Wsjfuturefest, Wsj Future Of Everything, Two Sigma Investments","Radical change is sweeping the globe. New technology is turning science fiction into reality, improving quality of life for some and leaving others behind. The #MeToo movement has rocked workplaces and forced us to rethink interactions between men and women. And consumers are rejecting everything from hamburgers to housecleaning products that don’t tell a story about their provenance. What’s next? At The Future of Everything Festival, which starts Tuesday, leading thinkers and top Wall Street Journal editors will grapple with..."
36,wallstreetjournal,https://www.wsj.com/,2018:05:08,13:33:00,https://www.wsj.com/articles/audi-finds-illegal-emissions-software-in-some-diesel-vehicles-1525800834,Audi Finds Illegal Emissions Software in Some Diesel Vehicles,"Audi, the luxury car maker owned by Volkswagen, said it had found illegal software that manipulates emissions in about 60,000 of its best-selling diesel-powered vehicles mostly sold overseas.",William Boston,Autos & Transportation,business,"Auto Emission Cheating, Auto Emissions, Autos, Car Emissions, Audi, Nsu.xe, Xe:nsu, Volkswagen, Vow.xe, Rupert Stadler","Audi AG NSU 0.72% , the luxury car maker owned by Volkswagen AG VLKAY -0.99% , said Tuesday it had found illegal software that manipulates emissions in about 60,000 of its best-selling diesel-powered vehicles mostly sold in Europe, the latest indication that the car maker continues to struggle to get control of an emissions-cheating scandal that has cost it billions. The new revelation comes about 2½ years after U.S. environmental authorities disclosed that Volkswagen had rigged millions of diesel engines to cheat on emissions test for nearly decade. The latest discovery, Audi said in a statement, was made during a routine inspection of engine software as the auto maker continues to hunt down and remove illegal code. Earlier this month, the U.S. Justice Department unsealed an indictment of former Volkswagen CEO Martin Winterkorn on charges of fraud and conspiracy. Mr. Winterkorn was CEO at the company from 2007 until September 2015, when he was forced to resign in the wake of the revelations about the diesel scandal. Audi CEO Rupert Stadler said recently that the “diesel crisis at Audi is not over yet,” as the new discovery of illegal software shows. Company officials say they only have combed through about 95% of the millions of lines of software code on dozens of engines and configurations. Audi discovered that there was code in the engine-control software of its outgoing A6 and A7 models that use 3-liter diesel engines that reduced the use of AdBlue urea solution to extend the supply of AdBlue until a scheduled check up. AdBlue is sprayed into the exhaust stream to break down nitrogen oxide into its basic components, rendering the toxic substance harmless. The illegal software isn’t on the new generation of Audi A6 and A7 vehicles, the company said. Of the 60,000 vehicles affected, half of them were sold in Germany; none was sold in the U.S. All Audi diesel vehicles sold in the U.S. were covered by the 2016 settlement. After discovering the software about a week ago, Audi said it stopped delivering the vehicles and informed Germany’s KBA motor-vehicle agency. Separately, the KBA said it would hold an official hearing with the company to investigate the issue. Audi said it would propose fixing the affected cars with a new software update. If approved by the KBA, Audi would recall all of the vehicles and update the software."
37,wallstreetjournal,https://www.wsj.com/,2018:05:08,8:00:00,https://www.wsj.com/articles/berlin-puts-out-a-contract-on-invasive-crawfish-1525780800,Berlin Puts Out a Contract on Invasive Crawfish,"Elvis sang a ballad about crawfish, and Louisiana has whole cookbooks about them. The German capital wants them eradicated, ideally by hungry Germans.",William Boston,Europe,international,"American Red Crawfish, Crawfish Fungus, Crawfish Invade Europe, Invasive Crawfish, Invasive Species, Political, General News, Natural Environment, Food, Drink","Elvis sang a ballad about them. Louisiana has whole cookbooks about them. Berlin wants them eradicated, ideally by hungry Germans. The humble American red crawfish has nested uninvited in the city’s rivers and lakes, and this spring, the city fathers have declared open season on the invasive species. “They are a threat to local shellfish,..."
38,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:25:00,https://www.wsj.com/articles/beware-the-arms-control-community-1525731920,Beware the Arms-Control Community,It has a history of defending bad actors like North Korea.,Taylor Dinerman,Commentary,international,"Political, General News, National, Public Security, Armed Forces, International Relations, Nuclear Weapons Programs, Politics, Domestic Politics, Weapons Programs","Hard-won experience has taught Washington to be skeptical of anything Pyongyang promises, especially about its nuclear program. It seems the lesson hasn’t been forgotten, given the skeptical bipartisan reaction to North Korea’s April 20 announcement that it is shutting down its nuclear testing program and halting its missile tests. And President Trump’s open and loud readiness to walk out of talks with Kim Jong Un is an encouraging sign that he won’t succumb to the wishful thinking that plagued his predecessors. There will..."
39,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:24:00,https://www.wsj.com/articles/can-a-judge-solve-the-opioid-crisis-1525731873,Can a Judge Solve the Opioid Crisis?,"Thanks to multidistrict litigation, a Cleveland-based jurist plans to set drug policy nationwide.",Abbe R. Gluck,Commentary,domestic politics,"Civil Litigation, Federal Judiciary, Opioid Crisis, Plans, Strategy, Corporate Crime, Legal Action, Corporate, Industrial News, Drug","What began as a single opioid lawsuit in Ohio is now the only such case that matters. Every significant opioid lawsuit in the U.S. has been lumped together into a giant case before one federal judge in Cleveland who has declared his extraordinary ambition to “solve” the crisis in 2018. Judge Dan Polster is bringing before him all the major companies involved, including drug manufacturers like Purdue Pharma, distributors like McKesson and retailers like CVS. Other parties swept into Cleveland—some of which haven’t even sued..."
40,wallstreetjournal,https://www.wsj.com/,2018:05:07,15:45:00,https://www.wsj.com/articles/china-presidents-top-economic-adviser-to-visit-washington-1525722301,China President’s Top Economic Adviser to Visit Washington,President Xi Jinping plans to dispatch his top economic aide next week to Washington to continue discussions over the ongoing trade dispute with the White House.,Michael C. Bender,Politics,domestic politics,"China, Donald Trump, Liu He, President Xi Jinping, Sarah Sanders, Tariffs, Trade Dispute, U.s. Trade Battle, Washington, White House",President Xi Jinping of China plans to dispatch his top economic aide next week to Washington to continue discussions over the ongoing trade dispute with the White House. Vice Premier Liu He’s visit is slated to come after a team of U.S. trade officials traveled to China last week at the direction of President Donald Trump. White House press secretary Sarah Sanders announced Mr. Liu’s visit on Monday. The...
41,wallstreetjournal,https://www.wsj.com/,2018:05:08,6:06:00,https://www.wsj.com/articles/china-u-s-trade-gap-widens-as-firms-run-to-beat-looming-trump-tariffs-1525774016,China-U.S. Trade Gap Widens as Firms Run to Beat Looming Trump Tariffs,"Chinese exports rebounded in April, as companies rushed to make shipments ahead of expected tariffs brought on by trade tensions with the U.S.",NA,World,domestic politics,"General Administration Of Customs, Tariffs, Trade Imbalance, Trade Surplus, Trade War, Corporate, Industrial News, Domestic, Foreign Markets, Economic Performance","Chinese exports rebounded in April, as companies rushed to make shipments ahead of expected tariffs brought on by trade tensions with the U.S. Exports jumped 12.9% last month from a year earlier, after falling 2.7% in March, the General Administration of Customs said Tuesday. Imports surged 21.5% from a year earlier, compared with a 14.4% increase in March. Both exports and imports beat economists’ expectations. “However..."
42,wallstreetjournal,https://www.wsj.com/,2018:05:08,5:35:00,https://www.wsj.com/articles/cohu-bags-rival-u-s-chip-tester-xcerra-in-627-million-deal-1525772130,Cohu Bags Rival U.S. Chip Tester Xcerra After Chinese Deal Thwarted,"California semiconductor-testing company Cohu has agreed to acquire its Massachusetts-based rival in a cash-and-stock deal valued at about $627 million, months after Xcerra scrapped a deal to sell itself to a Chinese firm.",WSJ Staff,Deals,international,"Acquisition, Chip, Cohu, Deal, Merger, Semiconductor, Takeover, Tech, Testing, Xcerra","Semiconductor-testing company Cohu Inc. has agreed to acquire rival Xcerra Corp. in a cash-and-stock deal valued at about $627 million, months after the latter company scrapped a plan to sell itself to a Chinese company over national-security hurdles. Cohu will pay Xcerra shareholders $9 a share in cash and 0.2109 of Cohu common stock for each share, the companies said in joint news release Tuesday. Based..."
43,wallstreetjournal,https://www.wsj.com/,2018:05:08,0:37:00,https://www.wsj.com/articles/comcast-lines-up-financing-for-possible-hostile-bid-for-21st-century-fox-1525747160,Comcast Lines Up Financing for Possible Hostile Bid for 21st Century Fox Assets,Cable giant Comcast is getting the pieces in place to make a hostile bid for 21st Century Fox’s entertainment assets as it considers breaking up the deal agreed in December between Fox and Disney.,Amol Sharma,Media & Marketing,business,"Comcast Disney, Comcast Fox, Comcast Hostile Bid, Fox Bidding War, Fox Hostile Bid, Comcast, Cmcsa,21st Century Fox, Foxa, Walt Disney","Cable giant Comcast Corp. is getting the pieces in place to make a hostile bid for 21st Century Fox’s entertainment assets should it choose to do so, according to people familiar with the situation. Fox agreed in December to sell the assets in question to Walt Disney Co. for $52.4 billion in stock. Comcast is considering making a play to break..."
44,wallstreetjournal,https://www.wsj.com/,2018:05:08,8:00:00,https://www.wsj.com/articles/cord-cutting-pain-spreads-to-high-yield-bond-market-1525780801,Cord-Cutting Pain Spreads to High-Yield Bond Market,"The consumer stampede to streaming media from traditional broadcasters is claiming an unexpected victim: high-yield bond investors, who hold hundreds of billions of dollars in junk debt issued by cable, telecom and satellite giants.",Matt Wirz,Markets,business,"Cable Tv, Cord Cutting, Dish, High-Yield Bonds, Junk Bonds, Junk Debt, Satellite Tv, Charter Communications, Chtr, Frontier Communications","The consumer stampede to streaming media from traditional broadcasters is claiming an unexpected victim: high-yield bond investors. Telecommunications, cable and satellite companies have borrowed hundreds of billions of dollars in junk debt to build networks that would allow them to dominate their markets for decades to come. The proliferation..."
45,wallstreetjournal,https://www.wsj.com/,2018:05:07,15:37:00,https://www.wsj.com/articles/egyptian-bill-on-ride-hailing-data-prompts-privacy-concerns-1525721830,Egyptian Bill on Ride-Hailing Data Prompts Privacy Concerns,"The bill, passed by parliament, requires ride-hailing apps such as Uber to share passenger data when requested by the country’s security agencies.",Jared Malsin,World,international,"Egypt Human Rights, Egyptian Parliament, Egyptian Security Agencies, Ride-Hailing Firms, Human Rights Watch, Political, General News, National, Public Security, Privacy Issues","Egypt’s parliament passed legislation Monday requiring ride-hailing apps such as Uber to hand over passenger data when requested by the country’s security agencies, raising concerns about consumer privacy and state surveillance. Rights advocates quickly criticized the bill “Forcing companies to share private information about customers..."
46,wallstreetjournal,https://www.wsj.com/,2018:05:08,3:15:00,https://www.wsj.com/articles/feds-powell-warns-against-overstating-influence-of-u-s-monetary-policy-on-global-financial-conditions-1525763700,Fed’s Powell Warns Against Overstating Influence of U.S. Monetary Policy on Global Financial Conditions,Fed Chairman Jerome Powell said the central bank would communicate its interest-rate policy strategy “as clearly and transparently as possible” to avoid market turmoil that could ripple through foreign economies.,Nick Timiraos,Economy,domestic politics,"Central Bank, Economy, Emerging Markets, Federal Reserve, Interest Rates, Monetary Policy, Jerome Powell, Economic News, Banking, Credit","Federal Reserve Chairman Jerome Powell said the central bank would communicate its interest-rate policy strategy “as clearly and transparently as possible” to avoid market turmoil that could ripple through foreign economies. Mr. Powell, in remarks prepared for delivery Tuesday in Zurich, Switzerland, pushed back, however, on complaints that the Fed’s efforts to spur U.S. economic growth over the past decade were primarily responsible for a surge of capital into emerging markets, and that Fed moves to remove stimulus would..."
47,wallstreetjournal,https://www.wsj.com/,2018:05:08,14:22:00,https://www.wsj.com/articles/four-more-nike-executives-exit-amid-probe-1525803730,Four More Nike Executives Exit Amid Probe,"Four more executives are leaving Nike Inc. amid a probe of alleged inappropriate workplace behavior, bringing the total number of executive departures related to the investigation to 10.",Sara Germano,Business,business,"Apology, Ceo, How Many Executives Have Left Nike, Nike, Probe, Workplace Culture, Workplace Investigation, Nike, Nke, Management","Nike Inc. said four more executives have left the company amid an internal investigation into complaints about workplace issues at the sportswear giant. The departures this week include Steve Lesnard, vice president and general manager of global running; Tommy Kain, director of sports marketing; Helen Kim, vice president and general manager of Nike East, North America; and Simon Pestridge, vice president of performance categories global marketing."
48,wallstreetjournal,https://www.wsj.com/,2018:05:07,15:38:00,https://www.wsj.com/articles/freight-operators-dismiss-threat-of-digital-startups-1525721933,Freight Operators Dismiss Threat of Digital Startups,"Big brokers say they’re spending tens of millions of dollars on technology, and have the critical scale from longstanding customers.",Erica E. Phillips,Logistics Report,business,"Digital Freight, Freight Broker, Freight Forwarding, Freight Investment, Freight Marketplace, Freight Tech, Load-Matching, Shipping Technology, Third-Party Logistics, Trucking Startup","Established U.S. logistics firms say digital-friendly freight startups that are drawing growing interest in Silicon Valley still lack the scale and customer relationships to threaten their share of the market. Executives at C.H. Robinson Worldwide Inc., CHRW -0.13% the biggest broker of freight services in the U.S., said their large-scale shipper customers are looking for more than just good technology. “We continue to invest in technology, but the experience we have, the scale we have, we think that’s the competitive advantage for us,” Bob Biesterfeld, chief operating officer at C.H. Robinson, said in an interview. Venture capital investors are increasingly gambling on upstarts including Flexport Inc., Convoy, Haven Inc. and others, arming them with new funding to take aim at global freight brokers like C.H. Robinson, XPO Logistics Inc. XPO 3.02% and other top shipping-services firms. According to PitchBook Data Inc., venture capital firms invested nearly $1.2 billion in freight-related firms in 2017, up from $200 million five years ago. In their race to upend the shipping industry’s establishment, freight startup Convoy has attracted funding from such celebrity investors as Microsoft founder Bill Gates and members of the rock band U2. San Francisco-based Flexport, one of the biggest and most ambitious of the new ventures, last month announced a $100 million investment from Chinese courier company SF Express. The new funding adds to more than $200 million Flexport raised from investors as of last fall. It comes as the company is opening warehouses and offices around the world as it pushes a plan to become a top-10 player in the $400-billion global freight-forwarding market. C.H. Robinson executives say they haven’t been sitting back on their heels. The company says it is spending about $150 million a year on technology, and operates an internal “innovation lab” in which employees can test and vet ideas. The Eden Prairie, Minn.-based operator also holds “hack-a-thons” to brainstorm solutions to customer problems. “We’ll see press releases from these private-equity-backed startups with some new feature they’re promoting as being cutting-edge and revolutionary, and we look back at our tech and say, ‘We do that too. We’ve been doing that for a while,’” Mr. Biesterfeld said. The company jump-started its technology investment four years ago with its $365 million acquisition of Freightquote, an early entry in creating digital marketplaces for searching out trucking services. XPO Logistics Inc. said it would spend about $450 million this year on technology ranging from automation and robotics to data analysis and the company’s digital freight marketplace, which launched earlier this year and now has about 100 large customers and 2,500 carriers. “The world is going toward digital,” XPO Chief Executive Brad Jacobs said in an interview. Mr. Jacobs said freight services are moving toward “cloud-based digital marketplaces” that are “fully-automated, self-learning, dynamic.” —Jennifer Smith contributed to this story."
49,wallstreetjournal,https://www.wsj.com/,2018:05:08,5:30:00,https://www.wsj.com/articles/good-news-for-low-wage-workers-bad-news-for-profits-1525771800,"Good News for Low-Wage Workers, Bad News for Profits",A shrinking pool of less-educated workers will put the pinch on companies that rely on them.,Justin Lahart,Heard on the Street,business,"Labor Costs, Less Educated Workers, Low Wage Workers, Vocational Workers, Knight-Swift Transportation Holdings Cl A, Knx, Chatham Lodging Trust, Cldt, Labor, Personnel","Companies that hire the least-educated workers are facing an unusual squeeze as the tight jobs market hits an already shrinking labor pool. Workers with a high school education or less, who have borne the brunt of stagnant pay and unemployment for a decade, are in high demand. In April the unemployment rate for people 25 years and older with a high school education or less was 4.7% versus 5% a year earlier. That was near the lowest levels in over a decade."
50,wallstreetjournal,https://www.wsj.com/,2018:05:07,17:09:00,https://www.wsj.com/articles/hezbollah-allies-gain-seats-in-lebanon-parliament-vote-unofficial-results-show-1525727354,"Hezbollah, Allies Gain Seats in Lebanon Parliament Vote, Unofficial Results Show","Hezbollah and its allies have won a small majority of seats in Lebanon’s first parliamentary election in nearly a decade, the militia and political group said, boosting its influence and giving its patron Iran greater sway over the country.","Sune Engel Rasmussen, Nazih Osseiran",Middle East,international,"Saad Hariri, Hassan Nasrallah, Political, General News, National, Public Security, Crime, Legal Action, Politics, International Relations","Hezbollah and its allies have won a small majority of seats in Lebanon’s first parliamentary election in nearly a decade, the militia and political group said, boosting its influence and giving its patron Iran greater sway over the country. Prime Minister Saad Hariri’s Future Movement party, backed by Saudi Arabia and western countries, acknowledged it had lost seats. Despite the setback, Mr. Hariri likely still has the largest bloc of Sunni Muslim seats, making him a front-runner to again lead the government in Lebanon’s..."
51,wallstreetjournal,https://www.wsj.com/,2018:05:08,12:02:00,https://www.wsj.com/articles/how-to-keep-google-from-owning-your-online-life-1525795372,How to Keep Google From Owning Your Online Life,"Google’s vast internet footprint, from Search to Chrome to Maps, gives it an unparalleled view into our lives. Here’s how to take a Google timeout.",David Pierce,Personal Tech,technology,"Amazon Echo, Bing, Chromebook, Chrome Browser, Data, Dropbox Paper, Duckduckgo, Evernote, Firefox, Flipboard","About 10 minutes after I decided to try temporarily removing Google from my life—an experiment I hoped would illuminate how much Alphabet Inc.’s giant dominates online existence—I messed it all up. I spotted a video of Donald Glover, co-star of “Solo: A Star Wars Story,” giving a Millennium Falcon tour. Even on my most careful guard, I still clicked the red play button. A few seconds in, I realized I was watching YouTube—Google’s YouTube."
52,wallstreetjournal,https://www.wsj.com/,2018:05:07,15:56:00,https://www.wsj.com/articles/iran-resists-u-s-demands-before-trumps-decision-on-nuclear-pact-1525714969,Iran Resists U.S. Demands Before Trump’s Decision on Nuclear Pact,"Iran’s president said his country would fiercely resist efforts to contain its regional influence as President Trump weighs withdrawing from the nuclear deal, a scenario that threatens to escalate Tehran’s destabilizing rivalry with Saudi Arabia.","Asa Fitch in Dubai, Margherita Stancati in Riyadh, Saudi Arabia",World,international,"Iran And Nuclear, Iran And Saudi Arabia, Trump And Iran, Trump And Nuclear, Hassan Rouhani, Donald Trump, Political, General News, National, Public Security","Iran’s president said his country would fiercely resist efforts to contain its regional influence as President Donald Trumpweighs withdrawing from the nuclear deal, a scenario that threatens to escalate the country’s destabilizing rivalry with Saudi Arabia. In defiant speeches on Monday and over the weekend, President Hassan Rouhani offered the clearest glimpse yet of how his country plans to react if Mr. Trump withdraws from the nuclear pact by a self-imposed deadline on Saturday. Mr. Rouhani rejected a series of concessions..."
53,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:27:00,https://www.wsj.com/articles/iran-wins-in-lebanon-1525732041,Iran Wins in Lebanon,The election solidifies Hezbollah control on Israel’s border.,The Editorial Board,Editorial,international,"Hezbollah, Political, General News, National, Public Security, Crime, Legal Action, International Relations, Politics, Domestic Politics","President Trump has made containing Iran’s regional ambitions a cornerstone of his foreign policy, and by that measure Sunday’s election in Lebanon is a setback. Not that anyone in Washington seems to have noticed. Preliminary results indicate that Iran’s proxy Hezbollah and its allies won more than half the seats in Lebanon’s 128-seat parliament, consolidating the Shiite militia’s political grip on the country. Thanks to Lebanon’s sectarian political system, Prime Minister Saad Hariri, a Sunni, will likely keep his job,..."
54,wallstreetjournal,https://www.wsj.com/,2018:05:07,16:14:00,https://www.wsj.com/articles/italian-president-raises-specter-of-new-elections-1525724093,Italian President Raises Specter of New Elections,"Italy edged closer to fresh national elections, as the Italian president launched a last-ditch call for parties to support a short-term government in an attempt to break a two-month political deadlock.",Giovanni Legorano,Europe,international,"Italy 5 Star Movement, Italy Elections 2018, Italy Government, Italy League, Italy Politics, Sergio Mattarella, Political, General News, Politics, International Relations","Italy edged closer to fresh national elections, as the Italian president launched a last-ditch call for parties to support a short-term government in an attempt to break a two-month political deadlock. President Sergio Mattarella concluded the fifth unsuccessful round of formal talks among parties Monday, his latest effort to cajole the groups into bridging their differences and forming a new government. The talks come more than two months after national elections produced a hung parliament."
55,wallstreetjournal,https://www.wsj.com/,2018:05:07,18:22:00,https://www.wsj.com/articles/kanye-had-one-of-the-best-tweets-of-all-time-1525731749,Kanye Had One of the Best Tweets of All Time,"Maxine Waters said the rapper spoke ‘out of turn’ by praising Trump, but he affirmed his freedom.",Jason Whitlock,Commentary,US,"Donald Trump, Political, General News, Politics, International Relations, Domestic Politics, Commentaries, Opinions","After a nearly yearlong social-media hiatus, polarizing rap star Kanye West re-emerged on Twitter last month. On April 25 he shocked the mainstream media by expressing admiration for President Donald Trump. “You don’t have to agree with trump but the mob can’t make me not love him,” Mr. West tweeted. “We are both dragon energy. He is my brother. I love everyone. I don’t agree with everything anyone does. That’s what makes us individuals. And we have the right to independent thought.”"
56,wallstreetjournal,https://www.wsj.com/,2018:05:08,10:54:00,https://www.wsj.com/articles/microsofts-quiet-path-to-surprising-growth-1525791280,Microsoft’s Quiet Path to Surprising Growth,Microsoft is on track to break the $100 billion mark in annual revenue for the first time as businesses flock to the software maker’s sophisticated global network.,Dan Gallagher,Heard on the Street,business,"Analysis, Artificial Intelligence, Build, Earnings, Earnings Outlook, Global Network, Heard On The Street, Microsoft, Microsoft Conference, Microsoft Revenue","It is actually a credit to Microsoft MSFT -0.75% that its annual developers conference has become a bit boring. Boring, at least, if you aren’t interested in a company bringing in staggering amounts of revenue and growing at its fastest pace in a decade. Microsoft didn’t even offer the excitement of the latest new device or Windows upgrade at its annual Build soiree that kicked off Monday. Instead it is all about what lies under the hood; specifically, the tools and services built on a massive global network powered by artificial intelligence. And those are what the company is choosing to showcase this week. And for good reason. Like big tech peers Amazon.com and Google-parent Alphabet, Microsoft has invested billions in that network—and stands to invest billions more. But unlike those other two, Microsoft’s business outlook hinges almost completely on its ability to drive businesses and consumers to use the tools and services built on that network. Amazon, by contrast, still makes most of its money in online retail while Google is still predominantly an advertising company. Luckily for Microsoft, that vision no longer sounds far-fetched. The company is on track to break the $100 billion mark in annual revenue for the first time in its fiscal year ending in June. And based on the fiscal fourth-quarter projections given in the company’s earnings call last month, this year’s revenue will be up at least 13% from last year’s adjusted number, which included a $6 billion boost from deferred revenue related to Windows 10 sales. That will be Microsoft’s best year of growth in a decade—essentially since the smartphone revolution made the once powerful company seem not so powerful. Microsoft’s challenge is to maintain that growth. Wall Street is projecting double-digit sales gains for at least the next two years. And the stock—which has nearly tripled in value since Satya Nadella took the CEO reins in early 2014—is now at 24 times forward earnings, which is its highest multiple in more than a decade. Microsoft can make that bet pay off, but it will be anything but boring."
