"","topic","term","beta"
"1209",3,"effort",0.000248631190642243
"1210",4,"effort",0.00128391552598657
"1211",5,"effort",0.000819451757377458
"1212",6,"effort",0.000785365506651661
"1213",1,"efforts",1.33871441029835e-06
"1214",2,"efforts",0.00203472062548214
"1215",3,"efforts",8.41811575850919e-05
"1216",4,"efforts",0.0016438344261242
"1217",5,"efforts",0.000870898292252688
"1218",6,"efforts",0.000626965324414291
"1219",1,"eight",0.000486667582693298
"1220",2,"eight",0.000190173789510859
"1221",3,"eight",0.000712572043712215
"1222",4,"eight",0.00083853148634425
"1223",5,"eight",0.000381586874309181
"1224",6,"eight",0.000217383962470103
"1225",1,"either",0.000306428865518993
"1226",2,"either",0.000581085246008149
"1227",3,"either",0.00111927035485839
"1228",4,"either",0.000659757963763548
"1229",5,"either",0.000599211307376828
"1230",6,"either",5.61499719992315e-07
"1231",1,"election",3.78515404455836e-22
"1232",2,"election",2.3675135144208e-05
"1233",3,"election",4.69256570891429e-12
"1234",4,"election",2.08256996027675e-08
"1235",5,"election",0.0118541127647895
"1236",6,"election",1.67606631048621e-09
"1237",1,"elections",5.18726115372432e-16
"1238",2,"elections",6.18481451584723e-05
"1239",3,"elections",8.40619615731005e-13
"1240",4,"elections",1.09740075085642e-05
"1241",5,"elections",0.0043406580600228
"1242",6,"elections",2.20218544490826e-05
"1243",1,"else",0.000174885365647475
"1244",2,"else",0.000157990456909783
"1245",3,"else",0.00165657169417433
"1246",4,"else",7.18738311511154e-05
"1247",5,"else",2.89083262562721e-05
"1248",6,"else",0.000383117304983423
"1249",1,"email",2.3238828737068e-06
"1250",2,"email",6.07399689143469e-06
"1251",3,"email",1.65849688781164e-05
"1252",4,"email",0.000316193537204761
"1253",5,"email",0.00128147881870013
"1254",6,"email",0.00277227182857145
"1255",1,"employees",0.000118386871978431
"1256",2,"employees",3.23444722530122e-05
"1257",3,"employees",3.31986102888934e-10
"1258",4,"employees",0.00115785319671747
"1259",5,"employees",4.42861371681057e-05
"1260",6,"employees",0.00435641744665209
"1261",1,"end",0.000182884449185423
"1262",2,"end",0.0023665231342694
"1263",3,"end",0.00286866244361738
"1264",4,"end",0.000765119691593936
"1265",5,"end",0.00147674558528703
"1266",6,"end",0.000123333396852166
"1267",1,"ended",0.000551608749303238
"1268",2,"ended",0.000486857372483453
"1269",3,"ended",0.000760940824019217
"1270",4,"ended",0.00016025613652381
"1271",5,"ended",0.000437373810565654
"1272",6,"ended",1.93382176390675e-05
"1273",1,"enforcement",0.00264875873151841
"1274",2,"enforcement",0.000552775248672492
"1275",3,"enforcement",2.86070932336674e-14
"1276",4,"enforcement",0.00636027239398321
"1277",5,"enforcement",1.95147148269927e-05
"1278",6,"enforcement",0.000166577337696022
"1279",1,"enough",0.000121392939934084
"1280",2,"enough",0.000520774873799737
"1281",3,"enough",0.00252515212474637
"1282",4,"enough",0.000329289308522001
"1283",5,"enough",0.00116616225979493
"1284",6,"enough",0.000340933875916771
"1285",1,"entire",7.96733025812427e-07
"1286",2,"entire",0.000329340105761107
"1287",3,"entire",0.000948241959132877
"1288",4,"entire",0.000666632949799604
"1289",5,"entire",7.619169679908e-05
"1290",6,"entire",0.000488129630937525
"1291",1,"especially",3.60975311666067e-10
"1292",2,"especially",0.00118933711100965
"1293",3,"especially",0.00118305405400802
"1294",4,"especially",0.00088465556601433
"1295",5,"especially",0.000271348792383096
"1296",6,"especially",4.27491961331228e-05
"1297",1,"even",1.39457860922155e-09
"1298",2,"even",0.00542493501470128
"1299",3,"even",0.00768515050775269
"1300",4,"even",0.00584503733000578
"1301",5,"even",0.00263557352617198
"1302",6,"even",0.000146894242132802
"1303",1,"event",0.000122117288440498
"1304",2,"event",0.000366565662911791
"1305",3,"event",0.000287356217926301
"1306",4,"event",2.3118278168475e-07
"1307",5,"event",0.00100953027663031
"1308",6,"event",0.00362316062972607
"1309",1,"events",8.64061963659964e-05
"1310",2,"events",0.000508055426588392
"1311",3,"events",0.000315937001000196
"1312",4,"events",6.50415639958382e-06
"1313",5,"events",0.000392052124293463
"1314",6,"events",0.00223424183240858
"1315",1,"eventually",0.000746231898296406
"1316",2,"eventually",0.000397029198903178
"1317",3,"eventually",0.00077717261071356
"1318",4,"eventually",0.000550716452619311
"1319",5,"eventually",3.86804750472597e-05
"1320",6,"eventually",0.000203834547896076
"1321",1,"ever",3.50729906137046e-06
"1322",2,"ever",0.00070985255585951
"1323",3,"ever",0.00278340326039267
"1324",4,"ever",0.000279459083491663
"1325",5,"ever",0.000632834075996261
"1326",6,"ever",0.000419053117004833
"1327",1,"every",1.87714838403551e-05
"1328",2,"every",0.00135427863091989
"1329",3,"every",0.00444200870083167
"1330",4,"every",0.00164046190592149
"1331",5,"every",0.000523346985125518
"1332",6,"every",0.000560854451313061
"1333",1,"everyone",0.000327017688494287
"1334",2,"everyone",0.000109465055644674
"1335",3,"everyone",0.0019770769513304
"1336",4,"everyone",6.41502496182474e-05
"1337",5,"everyone",7.77452916523534e-06
"1338",6,"everyone",0.000558660177765355
"1339",1,"everything",1.42374708668414e-07
"1340",2,"everything",0.000263141028978459
"1341",3,"everything",0.00226196121871226
"1342",4,"everything",1.4653109252775e-06
"1343",5,"everything",7.80175615310604e-05
"1344",6,"everything",0.000292220455353815
"1345",1,"evidence",0.00174842291221767
"1346",2,"evidence",0.00151361001508589
"1347",3,"evidence",0.000455195668656397
"1348",4,"evidence",0.0027521012778109
"1349",5,"evidence",0.000211615271176781
"1350",6,"evidence",9.26927390099798e-05
"1351",1,"exactly",9.38973559169328e-05
"1352",2,"exactly",0.000166452045486796
"1353",3,"exactly",0.00097569802998562
"1354",4,"exactly",0.000426014968106161
"1355",5,"exactly",0.000237485709962527
"1356",6,"exactly",5.73634438433117e-05
"1357",1,"example",1.74583368087593e-14
"1358",2,"example",0.000832015969047003
"1359",3,"example",0.000717174967097841
"1360",4,"example",0.00224815986450989
"1361",5,"example",6.77946873752035e-05
"1362",6,"example",0.000101426565788459
"1363",1,"executive",1.70311938339123e-12
"1364",2,"executive",0.000704344674340006
"1365",3,"executive",0.000196088631353522
"1366",4,"executive",0.00207661492918405
"1367",5,"executive",0.0011916325752837
"1368",6,"executive",0.00208113001463421
"1369",1,"expected",0.0010621467688993
"1370",2,"expected",0.00168357950921966
"1371",3,"expected",0.000250564865221674
"1372",4,"expected",0.000389958759460582
"1373",5,"expected",0.000834629474000501
"1374",6,"expected",0.000310705289623089
"1375",1,"experience",1.67177882250852e-08
"1376",2,"experience",5.16293319665025e-05
"1377",3,"experience",0.00179423426265287
"1378",4,"experience",6.01283410403099e-05
"1379",5,"experience",0.000134875336986807
"1380",6,"experience",0.000161200172965999
"1381",1,"face",0.00189960595606025
"1382",2,"face",0.000696873490171466
"1383",3,"face",0.00188348997447928
"1384",4,"face",0.000554165423138819
"1385",5,"face",0.00182930380964246
"1386",6,"face",0.000322584472492521
"1387",1,"facebook",3.51019103017368e-05
"1388",2,"facebook",4.48252395538251e-12
"1389",3,"facebook",5.63411955615036e-08
"1390",4,"facebook",6.5748059476519e-09
"1391",5,"facebook",2.38865682847119e-07
"1392",6,"facebook",0.00987772205857127
"1393",1,"faces",0.000757507374771908
"1394",2,"faces",0.000139895587843121
"1395",3,"faces",0.000263754716743036
"1396",4,"faces",5.59345943045548e-05
"1397",5,"faces",0.000867041239995321
"1398",6,"faces",0.000444143288576584
"1399",1,"fact",2.29932758337396e-06
"1400",2,"fact",0.00131717997642579
"1401",3,"fact",0.00163302328490945
"1402",4,"fact",0.00176097606649443
"1403",5,"fact",0.000720314314260559
"1404",6,"fact",0.000311396484722209
"1405",1,"failed",0.000346156518834086
"1406",2,"failed",0.00104718098103208
"1407",3,"failed",0.000266645468292656
"1408",4,"failed",0.000656382463046728
"1409",5,"failed",0.000586116789873101
"1410",6,"failed",9.2765913751214e-05
"1411",1,"fall",2.14521995653854e-05
"1412",2,"fall",0.000417489563644426
"1413",3,"fall",0.000728103894661579
"1414",4,"fall",0.00069395388964503
"1415",5,"fall",0.00135356800774443
"1416",6,"fall",5.81930457759227e-05
"1417",1,"families",0.000349354979209221
"1418",2,"families",0.00474783392815614
"1419",3,"families",6.04990858710107e-05
"1420",4,"families",1.99716933703163e-08
"1421",5,"families",6.31702569840307e-05
"1422",6,"families",0.00248092502428089
"1423",1,"family",0.0070121952965701
"1424",2,"family",0.00236291136263412
"1425",3,"family",0.0036839985651313
"1426",4,"family",1.13601886473332e-06
"1427",5,"family",0.00054189725870392
"1428",6,"family",0.000339444244889275
"1429",1,"far",0.000211279628764468
"1430",2,"far",0.00247193185973571
"1431",3,"far",0.00222661299141828
"1432",4,"far",0.00120464295008511
"1433",5,"far",0.0015601171842679
"1434",6,"far",0.000278003166489565
"1435",1,"father",0.00185822816860995
"1436",2,"father",1.20287430184592e-06
"1437",3,"father",0.00177091633929393
"1438",4,"father",3.47115518382232e-10
"1439",5,"father",0.00015568287940105
"1440",6,"father",4.77811674962437e-05
"1441",1,"fear",0.00014046408152341
"1442",2,"fear",0.000872352130006424
"1443",3,"fear",0.000582574874207
"1444",4,"fear",0.000782249869499447
"1445",5,"fear",1.08650861694244e-05
"1446",6,"fear",0.00120156206778053
"1447",1,"february",0.000134927775556433
"1448",2,"february",4.31679540105098e-06
"1449",3,"february",2.68524461670975e-05
"1450",4,"february",0.000749545201543375
"1451",5,"february",0.000391265071614287
"1452",6,"february",0.00260222459963812
"1453",1,"federal",5.46026482967232e-06
"1454",2,"federal",0.00231206564185664
"1455",3,"federal",1.29240751085125e-12
"1456",4,"federal",0.015071350790761
"1457",5,"federal",0.00108660300597597
"1458",6,"federal",0.000213482400995547
"1459",1,"feel",0.000105689794741211
"1460",2,"feel",8.51172172481042e-05
"1461",3,"feel",0.00318886763942123
"1462",4,"feel",8.60087264606686e-09
"1463",5,"feel",1.01749042480932e-06
"1464",6,"feel",0.000443334779363708
"1465",1,"fellow",3.20414080233331e-05
"1466",2,"fellow",0.000287108586776304
"1467",3,"fellow",0.00062159465187966
"1468",4,"fellow",0.000184384375972119
"1469",5,"fellow",0.000593474311859037
"1470",6,"fellow",0.000523668408104547
"1471",1,"felt",7.28178573465863e-05
"1472",2,"felt",5.42236673091327e-05
"1473",3,"felt",0.00240923896530323
"1474",4,"felt",3.64942906471731e-05
"1475",5,"felt",2.77676502741737e-08
"1476",6,"felt",3.39441292248936e-05
"1477",1,"fight",0.000457536217616085
"1478",2,"fight",0.0011253400090123
"1479",3,"fight",0.000981463900277718
"1480",4,"fight",0.00147695844027821
"1481",5,"fight",0.00113189024334138
"1482",6,"fight",0.00037507278919904
"1483",1,"filed",0.00160133615378899
"1484",2,"filed",2.91466356801209e-07
"1485",3,"filed",3.46415683832438e-10
"1486",4,"filed",0.00259103358189635
"1487",5,"filed",0.000154396281604852
"1488",6,"filed",0.00128814122867155
"1489",1,"final",0.000130573058031753
"1490",2,"final",0.000215451139820427
"1491",3,"final",0.00107088846911009
"1492",4,"final",0.000211295585614593
"1493",5,"final",0.00087891315690496
"1494",6,"final",4.18905129628734e-07
"1495",1,"finally",2.04578600233574e-07
"1496",2,"finally",0.00018545003437008
"1497",3,"finally",0.00129033929125862
"1498",4,"finally",0.000159488707689517
"1499",5,"finally",0.000300708389107631
"1500",6,"finally",2.20272509369262e-06
"1501",1,"find",0.000563757867004769
"1502",2,"find",0.000615838647166384
"1503",3,"find",0.00265879025436428
"1504",4,"find",0.000725638798147948
"1505",5,"find",0.000383545217260739
"1506",6,"find",0.000916659448832118
"1507",1,"fire",0.00759672928438484
"1508",2,"fire",0.000575974076942251
"1509",3,"fire",0.000263525381079171
"1510",4,"fire",0.000279326043883117
"1511",5,"fire",0.000192033143528542
"1512",6,"fire",0.000658202968235061
"1513",1,"firearms",0.000735000006635057
"1514",2,"firearms",9.03269073744292e-12
"1515",3,"firearms",1.16275805599458e-14
"1516",4,"firearms",0.00592732576554739
"1517",5,"firearms",3.42976246847857e-16
"1518",6,"firearms",6.49811559444141e-09
"1519",1,"fired",0.00603954590446427
"1520",2,"fired",0.00017710648469176
"1521",3,"fired",2.60651312320071e-05
"1522",4,"fired",2.17479000697328e-05
"1523",5,"fired",0.000311398249313586
"1524",6,"fired",6.01600589270369e-06
"1525",1,"first",0.0016595823282651
"1526",2,"first",0.00276471458974475
"1527",3,"first",0.00839222399131673
"1528",4,"first",0.00415127862232253
"1529",5,"first",0.00584501820557028
"1530",6,"first",0.00350318346718564
"1531",1,"five",0.000942178585342536
"1532",2,"five",0.00075908274357801
"1533",3,"five",0.00135934515866009
"1534",4,"five",0.000332448072314141
"1535",5,"five",0.000314431832117359
"1536",6,"five",0.00688982827237918
"1537",1,"florida",0.00136085705501005
"1538",2,"florida",3.12009416220271e-10
"1539",3,"florida",3.2806090355089e-08
"1540",4,"florida",0.00127807611838651
"1541",5,"florida",0.00161330570092718
"1542",6,"florida",0.00396053735571168
"1543",1,"focus",6.11379204676081e-09
"1544",2,"focus",0.000790132232922242
"1545",3,"focus",0.000470634311357769
"1546",4,"focus",0.000584837433257236
"1547",5,"focus",0.000568983304019977
"1548",6,"focus",0.000601434889035888
"1549",1,"focused",3.41321187100643e-09
"1550",2,"focused",0.000304629480961599
"1551",3,"focused",0.000159957679760699
"1552",4,"focused",0.00128484898729295
"1553",5,"focused",0.000565907491681335
"1554",6,"focused",0.000564003204136843
"1555",1,"follow",0.000314281554567673
"1556",2,"follow",0.00019789674944795
"1557",3,"follow",0.000458746972138242
"1558",4,"follow",0.000945764974724727
"1559",5,"follow",0.000301199799807681
"1560",6,"follow",0.000723726818008207
"1561",1,"followed",0.000765101028030445
"1562",2,"followed",0.000312474811182136
"1563",3,"followed",0.000523329505631793
"1564",4,"followed",0.00029846402653096
"1565",5,"followed",0.00012695573277775
"1566",6,"followed",0.000770952080399649
"1567",1,"following",0.00143304232040699
"1568",2,"following",0.000624811869251181
"1569",3,"following",0.000460765132715398
"1570",4,"following",0.000560956728603402
"1571",5,"following",0.000686835140151488
"1572",6,"following",0.00245430576742114
"1573",1,"force",0.00252891596302958
"1574",2,"force",0.00230178873404735
"1575",3,"force",0.000252146006696957
"1576",4,"force",0.000846590958842428
"1577",5,"force",0.000395410410822121
"1578",6,"force",3.65360566525776e-07
"1579",1,"forced",0.000831956385658888
"1580",2,"forced",0.00105353536929237
"1581",3,"forced",0.000355168644491997
"1582",4,"forced",0.000493327073872875
"1583",5,"forced",0.000140711917759016
"1584",6,"forced",2.1706690173055e-05
"1585",1,"foreign",1.99119336144255e-21
"1586",2,"foreign",0.00455909477282846
"1587",3,"foreign",1.71922432387034e-07
"1588",4,"foreign",4.8030859559067e-06
"1589",5,"foreign",0.000773872678273178
"1590",6,"foreign",1.7897486806505e-10
"1591",1,"form",1.51369254394334e-14
"1592",2,"form",0.000550607595534304
"1593",3,"form",0.000896223608916569
"1594",4,"form",0.000528488577189832
"1595",5,"form",4.08807491382859e-06
"1596",6,"form",0.000168372478960823
"1597",1,"former",0.000477359339707599
"1598",2,"former",0.000419164958487648
"1599",3,"former",0.000765477151423345
"1600",4,"former",0.000419010265532922
"1601",5,"former",0.0138824634707209
"1602",6,"former",0.00646429444236012
"1603",1,"forward",0.000341469487014771
"1604",2,"forward",0.000827882332836121
"1605",3,"forward",0.00076988768145669
"1606",4,"forward",0.000302027040484818
"1607",5,"forward",0.000418675564592118
"1608",6,"forward",0.000140817444027848
"1609",1,"found",0.00757200620412515
"1610",2,"found",0.000699345426549476
"1611",3,"found",0.00235361084158446
"1612",4,"found",0.00203690185503346
"1613",5,"found",0.000750727526456382
"1614",6,"found",0.000164290196524872
"1615",1,"four",0.00381250091957078
"1616",2,"four",0.000552211673957986
"1617",3,"four",0.0015870947849073
"1618",4,"four",0.00114297061898037
"1619",5,"four",0.00121299445369983
"1620",6,"four",0.000824806528009535
"1621",1,"fox",0.00199116144804912
"1622",2,"fox",1.57735082394927e-10
"1623",3,"fox",1.04659652453757e-05
"1624",4,"fox",1.12000332953793e-08
"1625",5,"fox",0.00469112255728089
"1626",6,"fox",0.00291755262218667
"1627",1,"free",2.37001990761714e-05
"1628",2,"free",0.0014007330247906
"1629",3,"free",0.00166346143703993
"1630",4,"free",0.0018053453156903
"1631",5,"free",1.64388023929625e-06
"1632",6,"free",0.00105300123303235
"1633",1,"friday",0.00381890900042723
"1634",2,"friday",0.00056343583722087
"1635",3,"friday",2.29325576613327e-05
"1636",4,"friday",4.5642140105698e-05
"1637",5,"friday",0.000875319292483648
"1638",6,"friday",0.00332333436628426
"1639",1,"friend",0.000543613391653441
"1640",2,"friend",1.69234721748458e-08
"1641",3,"friend",0.00206978578756684
"1642",4,"friend",1.18970785509828e-10
"1643",5,"friend",8.55175627688982e-06
"1644",6,"friend",0.000612379396239121
"1645",1,"friends",0.000525387371900214
"1646",2,"friends",1.58730117974401e-05
"1647",3,"friends",0.00200784928549252
"1648",4,"friends",2.60753440962181e-10
"1649",5,"friends",0.000167589557448542
"1650",6,"friends",0.00194898139999717
"1651",1,"front",0.00136844971796276
"1652",2,"front",0.000463255166838093
"1653",3,"front",0.00137917799002131
"1654",4,"front",2.10956567192042e-09
"1655",5,"front",0.00020159332496057
"1656",6,"front",0.000992484732795537
"1657",1,"full",0.000259350969514144
"1658",2,"full",0.000700662505206669
"1659",3,"full",0.00144626626648846
"1660",4,"full",0.000290344487463064
"1661",5,"full",0.000752128792548669
"1662",6,"full",0.000278247873024919
"1663",1,"future",9.25574141938971e-11
"1664",2,"future",0.00171475471962486
"1665",3,"future",0.000901521417329163
"1666",4,"future",0.00123119782287842
"1667",5,"future",0.00062472061314723
"1668",6,"future",0.000205870714610845
"1669",1,"game",1.20682482197367e-08
"1670",2,"game",5.00501418957101e-07
"1671",3,"game",0.00320992695581072
"1672",4,"game",2.26393730910463e-12
"1673",5,"game",2.3519158271906e-05
"1674",6,"game",1.12325024790766e-09
"1675",1,"gave",0.000292251648832309
"1676",2,"gave",0.000239231167776616
"1677",3,"gave",0.00120562638714665
"1678",4,"gave",0.000224198771272263
"1679",5,"gave",0.000972826668929461
"1680",6,"gave",0.000672938960128569
"1681",1,"general",8.79060878156932e-05
"1682",2,"general",0.000673822028985491
"1683",3,"general",0.000217290265989692
"1684",4,"general",0.00378297561785134
"1685",5,"general",0.00533465051683829
"1686",6,"general",0.000270386878651755
"1687",1,"george",0.000620034652401233
"1688",2,"george",0.000931899385610965
"1689",3,"george",0.000510913666114
"1690",4,"george",0.000881472411177208
"1691",5,"george",0.000914720909597949
"1692",6,"george",1.80075529029632e-07
"1693",1,"get",0.00149434531356589
"1694",2,"get",0.00155527013840759
"1695",3,"get",0.00997857784546722
"1696",4,"get",0.00131746029980165
"1697",5,"get",0.00171482774282381
"1698",6,"get",0.00138136148868531
"1699",1,"gets",8.17139911568637e-06
"1700",2,"gets",0.000220816464482217
"1701",3,"gets",0.00106095315411019
"1702",4,"gets",0.00031908140650091
"1703",5,"gets",0.000233749311599504
"1704",6,"gets",6.4950873367145e-06
"1705",1,"getting",4.07042548990343e-05
"1706",2,"getting",0.000549426257923807
"1707",3,"getting",0.00258716862764251
"1708",4,"getting",0.000284209051761197
"1709",5,"getting",0.00034637906433985
"1710",6,"getting",0.000918039044668825
"1711",1,"give",0.000248720306210062
"1712",2,"give",0.000554567432568433
"1713",3,"give",0.00209288112529569
"1714",4,"give",0.000778533551740067
"1715",5,"give",0.00123436416635914
"1716",6,"give",4.96334724442646e-05
"1717",1,"given",8.6325887287832e-05
"1718",2,"given",0.00119403154677298
"1719",3,"given",0.00158595802137699
"1720",4,"given",0.00138995429995985
"1721",5,"given",0.000480576400391266
"1722",6,"given",0.000144777875176045
"1723",1,"giving",3.70918163555344e-06
"1724",2,"giving",0.000355064316197928
"1725",3,"giving",0.000706070748045433
"1726",4,"giving",0.000130991828673116
"1727",5,"giving",0.000608043760823458
"1728",6,"giving",0.000135724122483951
"1729",1,"goes",2.89682855433173e-05
"1730",2,"goes",0.00027447506828861
"1731",3,"goes",0.00127188501710432
"1732",4,"goes",0.000145526093599312
"1733",5,"goes",0.000462417095210401
"1734",6,"goes",0.000305195378462006
"1735",1,"going",0.000206721021949792
"1736",2,"going",0.00151288368810448
"1737",3,"going",0.00882879887412099
"1738",4,"going",0.000658119798676339
"1739",5,"going",0.00158266620074157
"1740",6,"going",0.000730528002561574
"1741",1,"gone",0.000257970923560054
"1742",2,"gone",0.000204587225363472
"1743",3,"gone",0.00122009762753077
"1744",4,"gone",7.57430442192739e-06
"1745",5,"gone",0.000201324764939554
"1746",6,"gone",0.000207715587412883
"1747",1,"good",0.000255213880932933
"1748",2,"good",0.00101856253230049
"1749",3,"good",0.00552775537145401
"1750",4,"good",0.000475037851880835
"1751",5,"good",0.00129876583228307
"1752",6,"good",5.9192861990865e-05
"1753",1,"gop",3.94899688828518e-44
"1754",2,"gop",9.1218505198128e-13
"1755",3,"gop",2.05426568868656e-24
"1756",4,"gop",3.9384546046734e-13
"1757",5,"gop",0.00867605547111979
"1758",6,"gop",5.04503484448475e-23
"1759",1,"got",0.00141005835636709
"1760",2,"got",5.48332659583648e-05
"1761",3,"got",0.00530584520045326
"1762",4,"got",3.70463153567451e-07
"1763",5,"got",0.00053961955042273
"1764",6,"got",6.20708569519172e-05
"1765",1,"government",7.93692437270486e-09
"1766",2,"government",0.0122835856075434
"1767",3,"government",3.06629754544389e-08
"1768",4,"government",0.00717825382407208
"1769",5,"government",0.000290640976577549
"1770",6,"government",0.000343754771679138
"1771",1,"governor",5.85868723621416e-05
"1772",2,"governor",8.30801025487537e-07
"1773",3,"governor",3.69595380525656e-09
"1774",4,"governor",8.97837718279042e-05
"1775",5,"governor",0.00494497613600689
"1776",6,"governor",3.62326481326417e-05
"1777",1,"great",1.04623553923286e-08
"1778",2,"great",0.00175590773584928
"1779",3,"great",0.00315116511287621
"1780",4,"great",1.14551122736505e-05
"1781",5,"great",0.00079231017808006
"1782",6,"great",2.96665767875267e-05
"1783",1,"ground",0.0033672998216335
"1784",2,"ground",0.000509052671524107
"1785",3,"ground",0.000372490425007832
"1786",4,"ground",0.000375556790083492
"1787",5,"ground",0.000173696373623949
"1788",6,"ground",5.72002892665719e-08
"1789",1,"group",3.9899986378185e-05
"1790",2,"group",0.00330968876507308
"1791",3,"group",0.000416383502319906
"1792",4,"group",0.001730454748039
"1793",5,"group",0.00158690079812086
"1794",6,"group",0.00969766981710584
"1795",1,"groups",2.03471112113799e-08
"1796",2,"groups",0.00231414377113693
"1797",3,"groups",6.00032038649479e-07
"1798",4,"groups",0.00329295188590953
"1799",5,"groups",0.000696888474137263
"1800",6,"groups",0.00200885751952686
"1801",1,"growing",4.88764659168025e-13
"1802",2,"growing",0.00162730710613258
"1803",3,"growing",0.000641864732699244
"1804",4,"growing",1.37104527257036e-07
"1805",5,"growing",0.000291738554066292
"1806",6,"growing",0.000197636862680333
"1807",1,"gun",0.00871912893115271
"1808",2,"gun",3.45770710084147e-07
"1809",3,"gun",6.47324031678473e-05
"1810",4,"gun",0.0312097953730653
"1811",5,"gun",0.000133453663575808
"1812",6,"gun",0.000922541136457878
"1813",1,"gunman",0.00299518943904813
"1814",2,"gunman",5.6359905761601e-17
"1815",3,"gunman",4.75900301094285e-13
"1816",4,"gunman",1.18681475776199e-08
"1817",5,"gunman",9.94589994090998e-14
"1818",6,"gunman",0.00235353615731247
"1819",1,"guns",0.000910662197868775
"1820",2,"guns",0.000349366035095184
"1821",3,"guns",0.000279320667849358
"1822",4,"guns",0.0148615533872446
"1823",5,"guns",3.07184190544045e-08
"1824",6,"guns",2.02491822702554e-05
"1825",1,"guy",0.000263669539688502
"1826",2,"guy",6.69412952162353e-09
"1827",3,"guy",0.00158659732087779
"1828",4,"guy",1.63897962114357e-06
"1829",5,"guy",0.000253016131532401
"1830",6,"guy",0.000121212196771081
"1831",1,"half",3.34125195239024e-05
"1832",2,"half",0.00176036310687619
"1833",3,"half",0.000973838622633488
"1834",4,"half",2.38829008880493e-07
"1835",5,"half",0.000232736619847053
"1836",6,"half",0.000445229346472812
"1837",1,"hand",0.000820669670302643
"1838",2,"hand",0.000215653081343409
"1839",3,"hand",0.00134030835137999
"1840",4,"hand",0.000282399976941095
"1841",5,"hand",0.000578833012134114
"1842",6,"hand",9.76433540843168e-07
"1843",1,"hands",0.00134078435070066
"1844",2,"hands",0.00019435551813777
"1845",3,"hands",0.000974625305971832
"1846",4,"hands",0.000804171139039
"1847",5,"hands",3.74308979896554e-05
"1848",6,"hands",2.49314042295851e-05
"1849",1,"happen",0.000154746937397921
"1850",2,"happen",0.00061382919141056
"1851",3,"happen",0.00111358278210152
"1852",4,"happen",2.03962254970141e-05
"1853",5,"happen",0.000132077154603562
"1854",6,"happen",0.000264807348200209
"1855",1,"happened",0.00201551650064167
"1856",2,"happened",2.5649287664934e-05
"1857",3,"happened",0.00161128558094824
"1858",4,"happened",3.08903404455051e-05
"1859",5,"happened",3.3986489745475e-05
"1860",6,"happened",0.000569526439103598
"1861",1,"hard",1.25409301702835e-07
"1862",2,"hard",0.00075913990755497
"1863",3,"hard",0.00233143833703069
"1864",4,"hard",0.00030681364088228
"1865",5,"hard",0.000436247375471309
"1866",6,"hard",2.88094139281426e-05
"1867",1,"head",0.00250907801819524
"1868",2,"head",0.000501462641808609
"1869",3,"head",0.0017623494583015
"1870",4,"head",1.21062918115108e-06
"1871",5,"head",0.000460617553483547
"1872",6,"head",0.000237795186356177
"1873",1,"health",2.41978242318366e-11
"1874",2,"health",0.00206785695593756
"1875",3,"health",1.71600390744882e-07
"1876",4,"health",0.00292416116987724
"1877",5,"health",0.00142176542228453
"1878",6,"health",0.00461540325086397
"1879",1,"hear",0.000195432293813562
"1880",2,"hear",5.48009030413294e-05
"1881",3,"hear",0.00109912955394459
"1882",4,"hear",0.000584864295073871
"1883",5,"hear",9.80561806292938e-05
"1884",6,"hear",0.000624008658981826
"1885",1,"heard",0.00318193781391636
"1886",2,"heard",0.000247089048870224
"1887",3,"heard",0.00102424861899589
"1888",4,"heard",2.09736138032518e-06
"1889",5,"heard",0.000186791586774951
"1890",6,"heard",0.000113325038569152
"1891",1,"hearing",0.00105626241553408
"1892",2,"hearing",0.000171849206712054
"1893",3,"hearing",9.27901747648664e-05
"1894",4,"hearing",0.00337034739639221
"1895",5,"hearing",0.000313616440039276
"1896",6,"hearing",0.000873294347769525
"1897",1,"heart",0.000274101468535603
"1898",2,"heart",2.4151818198121e-05
"1899",3,"heart",0.00112228844090636
"1900",4,"heart",5.23498497474041e-06
"1901",5,"heart",0.000201112084233241
"1902",6,"heart",0.000484303860778974
"1903",1,"held",0.00287205045479467
"1904",2,"held",0.00086688658611463
"1905",3,"held",0.000338466578406905
"1906",4,"held",0.000733513813613875
"1907",5,"held",0.00145214349057622
"1908",6,"held",0.00165630965853741
"1909",1,"help",0.00128340690146043
"1910",2,"help",0.00134391786022727
"1911",3,"help",0.00163974405761649
"1912",4,"help",0.000130066699476216
"1913",5,"help",0.00158414708475725
"1914",6,"help",0.00489438554198234
"1915",1,"helped",0.000226160089287235
"1916",2,"helped",0.000553974247269573
"1917",3,"helped",0.000745346797307136
"1918",4,"helped",0.000295203422813865
"1919",5,"helped",0.000788451120641104
"1920",6,"helped",0.000585821454964807
"1921",1,"high",0.000179834741260263
"1922",2,"high",0.000905307586722329
"1923",3,"high",0.00128727449583774
"1924",4,"high",0.000909686302328138
"1925",5,"high",0.000154354557285562
"1926",6,"high",0.00829110357825154
"1927",1,"history",0.000307806271799077
"1928",2,"history",0.00240637722813945
"1929",3,"history",0.00127954404339858
"1930",4,"history",0.00109332722148803
"1931",5,"history",0.000461019309007325
"1932",6,"history",0.00257016652435438
"1933",1,"hit",0.00199845764438142
"1934",2,"hit",0.000611553338279375
"1935",3,"hit",0.00111294549000968
"1936",4,"hit",1.27126834932422e-09
